timestamp,state,status,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_depth,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787982925.92062,READY,BLOCKED,True,True,True,,2.370975971221924,,1.0,0.7857142857142857,1.0864078998565674,0.5,0.0,1.0,center obstacle has no traversable side
1787982926.3075476,READY,BLOCKED,True,True,True,,2.378831148147583,,1.0,0.7857142857142857,1.0804035663604736,0.5,0.0,1.0,center obstacle has no traversable side
1787982926.6869578,READY,BLOCKED,True,True,True,,2.4112462997436523,,1.0,0.7589285714285714,1.1156527996063232,0.5,0.0,1.0,center obstacle has no traversable side
1787982927.060286,READY,BLOCKED,True,True,True,,2.3842334747314453,,1.0,0.7678571428571429,1.0935496091842651,0.5,0.0,1.0,center obstacle has no traversable side
1787982927.435859,READY,BLOCKED,True,True,True,,2.3982574939727783,,1.0,0.7678571428571429,1.0958929061889648,0.5,0.0,1.0,center obstacle has no traversable side
1787982927.8072438,READY,BLOCKED,True,True,True,,2.394153594970703,,1.0,0.7678571428571429,1.0984312295913696,0.5,0.0,1.0,center obstacle has no traversable side
1787982928.179451,READY,BLOCKED,True,True,True,,2.357872486114502,,1.0,0.7678571428571429,1.08279287815094,0.5,0.0,1.0,center obstacle has no traversable side
1787982928.5573986,READY,BLOCKED,True,True,True,,2.409712791442871,,1.0,0.7678571428571429,1.0941252708435059,0.5,0.0,1.0,center obstacle has no traversable side
1787982928.92853,READY,BLOCKED,True,True,True,,2.4128828048706055,,1.0,0.7678571428571429,1.0961112976074219,0.5,0.0,1.0,center obstacle has no traversable side
1787982929.2991035,READY,BLOCKED,True,True,True,,2.4061644077301025,,1.0,0.7678571428571429,1.0964796543121338,0.5,0.0,1.0,center obstacle has no traversable side
1787982929.675172,READY,BLOCKED,True,True,True,,2.439033031463623,,1.0,0.7678571428571429,1.1323890686035156,0.5,0.0,1.0,center obstacle has no traversable side
1787982930.0477338,READY,BLOCKED,True,True,True,,2.3829598426818848,,1.0,0.7767857142857143,1.0918681621551514,0.5,0.0,1.0,center obstacle has no traversable side
1787982930.4208372,READY,BLOCKED,True,True,True,,2.419888496398926,,1.0,0.7678571428571429,1.141618013381958,0.5,0.0,1.0,center obstacle has no traversable side
1787982930.7968566,READY,BLOCKED,True,True,True,,2.37878155708313,,1.0,0.7678571428571429,1.0966898202896118,0.5,0.0,1.0,center obstacle has no traversable side
1787982931.1679041,READY,BLOCKED,True,True,True,,2.3878679275512695,,1.0,0.7857142857142857,1.0991742610931396,0.5,0.0,1.0,center obstacle has no traversable side
