timestamp,state,status,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_depth,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787983688.9763362,READY,OBSTACLE,True,True,False,right,3.379868984222412,2.2370405197143555,0.09821428571428571,0.16071428571428573,2.4684572219848633,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983689.3581495,READY,OBSTACLE,True,True,False,right,3.3163392543792725,2.2284200191497803,0.09821428571428571,0.16071428571428573,2.4591569900512695,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983689.7348542,READY,OBSTACLE,True,True,False,right,3.3726954460144043,2.2444844245910645,0.08928571428571429,0.13392857142857142,2.4972105026245117,0.4732142857142857,0.42857142857142855,0.5178571428571429,obstacle with traversable tangent
1787983690.1086001,READY,OBSTACLE,True,True,False,right,3.3238794803619385,2.2339096069335938,0.09821428571428571,0.16964285714285715,2.457550525665283,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983690.4890375,READY,OBSTACLE,True,True,False,right,3.3097448348999023,2.140036106109619,0.10714285714285714,0.17857142857142858,2.4100146293640137,0.4732142857142857,0.41964285714285715,0.5267857142857143,obstacle with traversable tangent
1787983690.864568,READY,OBSTACLE,True,True,False,right,3.2923474311828613,2.2375259399414062,0.09821428571428571,0.15178571428571427,2.464663028717041,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983691.238561,READY,OBSTACLE,True,True,False,right,3.3613083362579346,2.2467432022094727,0.09821428571428571,0.16964285714285715,2.4464797973632812,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983691.6166449,READY,OBSTACLE,True,True,False,right,3.2892022132873535,2.158273220062256,0.10714285714285714,0.16964285714285715,2.4378890991210938,0.4732142857142857,0.41964285714285715,0.5267857142857143,obstacle with traversable tangent
1787983691.9927545,READY,OBSTACLE,True,True,False,right,3.384634017944336,2.2504525184631348,0.09821428571428571,0.15178571428571427,2.4765236377716064,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983692.3641038,READY,OBSTACLE,True,True,False,right,3.372023344039917,2.2404627799987793,0.09821428571428571,0.15178571428571427,2.4859201908111572,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
1787983692.7388816,READY,OBSTACLE,True,True,False,right,3.2891845703125,2.2638731002807617,0.09821428571428571,0.14285714285714285,2.4867453575134277,0.46875,0.41964285714285715,0.5178571428571429,obstacle with traversable tangent
