candidate_index,center_x_norm,center_y_norm,area_norm,median_depth,timestamp,scenario,frame_index,candidate_count,bbox_x,bbox_y,bbox_width,bbox_height,frames,expected_count_rate,merge_rate,false_split_rate,identity_stability_rate
1,0.78125,0.7366071428571429,0.09765625,2.001096248626709,1788700217.6364117,clearly_separated,23,3,126,140,98,50,24,0.041666666666666664,0.0,0.9583333333333334,0.0
2,0.42410714285714285,0.5625,0.04878826530612245,1.5769846439361572,1788700217.6364768,clearly_separated,23,3,78,90,34,72,24,0.041666666666666664,0.0,0.9583333333333334,0.0
0,0.0625,0.8035714285714286,0.011160714285714286,1.9740995168685913,1788700218.0197268,clearly_separated,24,3,0,170,28,20,25,0.04,0.0,0.96,0.0
1,0.8214285714285714,0.7366071428571429,0.07971938775510204,2.010221004486084,1788700218.0198138,clearly_separated,24,3,144,140,80,50,25,0.04,0.0,0.96,0.0
2,0.4330357142857143,0.5535714285714286,0.03316326530612245,1.6925554275512695,1788700218.0199192,clearly_separated,24,3,84,92,26,64,25,0.04,0.0,0.96,0.0
0,0.21875,0.8348214285714286,0.0011957908163265306,1.9880709648132324,1788700218.4020658,clearly_separated,25,5,44,184,10,6,26,0.038461538461538464,0.0,0.9615384615384616,0.0
1,0.06696428571428571,0.7946428571428571,0.014349489795918368,1.9020785093307495,1788700218.4021344,clearly_separated,25,5,0,166,30,24,26,0.038461538461538464,0.0,0.9615384615384616,0.0
2,0.7678571428571429,0.7366071428571429,0.10363520408163265,1.9427769184112549,1788700218.4021966,clearly_separated,25,5,120,140,104,50,26,0.038461538461538464,0.0,0.9615384615384616,0.0
3,0.19642857142857142,0.5580357142857143,0.0009566326530612245,2.001817464828491,1788700218.4022431,clearly_separated,25,5,40,122,8,6,26,0.038461538461538464,0.0,0.9615384615384616,0.0
4,0.42857142857142855,0.59375,0.05229591836734694,1.5833842754364014,1788700218.402309,clearly_separated,25,5,80,92,32,82,26,0.038461538461538464,0.0,0.9615384615384616,0.0
0,0.05803571428571429,0.8035714285714286,0.010363520408163265,1.9785116910934448,1788700218.788665,clearly_separated,26,4,0,170,26,20,27,0.037037037037037035,0.0,0.9629629629629629,0.0
1,0.7991071428571429,0.75,0.07892219387755102,1.9910129308700562,1788700218.7887478,clearly_separated,26,4,134,146,90,44,27,0.037037037037037035,0.0,0.9629629629629629,0.0
2,0.19642857142857142,0.5758928571428571,0.011479591836734694,1.9508767127990723,1788700218.7888036,clearly_separated,26,4,28,120,32,18,27,0.037037037037037035,0.0,0.9629629629629629,0.0
3,0.41517857142857145,0.5580357142857143,0.04472257653061224,1.634296178817749,1788700218.788869,clearly_separated,26,4,76,92,34,66,27,0.037037037037037035,0.0,0.9629629629629629,0.0
0,0.049107142857142856,0.8125,0.00701530612244898,1.972665548324585,1788700219.1699963,clearly_separated,27,3,0,174,22,16,28,0.03571428571428571,0.0,0.9642857142857143,0.0
1,0.8035714285714286,0.7366071428571429,0.08769132653061225,1.9814525842666626,1788700219.170073,clearly_separated,27,3,136,140,88,50,28,0.03571428571428571,0.0,0.9642857142857143,0.0
2,0.42410714285714285,0.5580357142857143,0.03946109693877551,1.601677417755127,1788700219.1701343,clearly_separated,27,3,80,92,30,66,28,0.03571428571428571,0.0,0.9642857142857143,0.0
0,0.049107142857142856,0.8080357142857143,0.007892219387755101,1.9499845504760742,1788700219.5546145,clearly_separated,28,3,0,172,22,18,29,0.034482758620689655,0.0,0.9655172413793104,0.0
1,0.8169642857142857,0.7366071428571429,0.0817123724489796,1.9941853284835815,1788700219.5546932,clearly_separated,28,3,142,140,82,50,29,0.034482758620689655,0.0,0.9655172413793104,0.0
2,0.4330357142857143,0.5491071428571429,0.032126913265306124,1.6299768686294556,1788700219.5547557,clearly_separated,28,3,84,92,26,62,29,0.034482758620689655,0.0,0.9655172413793104,0.0
0,0.04017857142857143,0.8214285714285714,0.00430484693877551,1.9898203611373901,1788700219.9364126,clearly_separated,29,4,0,178,18,12,30,0.03333333333333333,0.0,0.9666666666666667,0.0
1,0.8080357142857143,0.7366071428571429,0.08569834183673469,1.9860469102859497,1788700219.9364939,clearly_separated,29,4,138,140,86,50,30,0.03333333333333333,0.0,0.9666666666666667,0.0
2,0.18303571428571427,0.5580357142857143,0.002152423469387755,1.9635518789291382,1788700219.9365437,clearly_separated,29,4,32,122,18,6,30,0.03333333333333333,0.0,0.9666666666666667,0.0
3,0.42857142857142855,0.5580357142857143,0.036830357142857144,1.6099796295166016,1788700219.936603,clearly_separated,29,4,82,92,28,66,30,0.03333333333333333,0.0,0.9666666666666667,0.0
0,0.049107142857142856,0.8080357142857143,0.007892219387755101,1.9657509326934814,1788700220.3193705,clearly_separated,30,3,0,172,22,18,31,0.03225806451612903,0.0,0.967741935483871,0.0
1,0.78125,0.7321428571428571,0.1015625,1.9470463991165161,1788700220.3194585,clearly_separated,30,3,126,138,98,52,31,0.03225806451612903,0.0,0.967741935483871,0.0
2,0.42857142857142855,0.5669642857142857,0.047193877551020405,1.5760868787765503,1788700220.3195283,clearly_separated,30,3,80,90,32,74,31,0.03225806451612903,0.0,0.967741935483871,0.0
0,0.04017857142857143,0.8080357142857143,0.0064572704081632655,1.969024658203125,1788700220.7010322,clearly_separated,31,4,0,172,18,18,32,0.03125,0.0,0.96875,0.0
1,0.8035714285714286,0.7366071428571429,0.08769132653061225,1.9473422765731812,1788700220.7011087,clearly_separated,31,4,136,140,88,50,32,0.03125,0.0,0.96875,0.0
2,0.19196428571428573,0.5580357142857143,0.0007174744897959184,1.9876810312271118,1788700220.7011578,clearly_separated,31,4,40,122,6,6,32,0.03125,0.0,0.96875,0.0
3,0.4375,0.5535714285714286,0.03794642857142857,1.5733118057250977,1788700220.701218,clearly_separated,31,4,84,90,28,68,32,0.03125,0.0,0.96875,0.0
0,0.044642857142857144,0.8080357142857143,0.007174744897959184,1.9947519302368164,1788700221.0848236,clearly_separated,32,3,0,172,20,18,33,0.030303030303030304,0.0,0.9696969696969697,0.0
1,0.8080357142857143,0.7366071428571429,0.08569834183673469,1.9823954105377197,1788700221.0849714,clearly_separated,32,3,138,140,86,50,33,0.030303030303030304,0.0,0.9696969696969697,0.0
2,0.4375,0.5491071428571429,0.036830357142857144,1.580700397491455,1788700221.0850961,clearly_separated,32,3,84,90,28,66,33,0.030303030303030304,0.0,0.9696969696969697,0.0
0,0.0625,0.8035714285714286,0.011160714285714286,1.960080623626709,1788700221.4664216,clearly_separated,33,4,0,170,28,20,34,0.029411764705882353,0.0,0.9705882352941176,0.0
1,0.78125,0.7410714285714286,0.09375,1.9690437316894531,1788700221.4665003,clearly_separated,33,4,126,142,98,48,34,0.029411764705882353,0.0,0.9705882352941176,0.0
2,0.19642857142857142,0.5580357142857143,0.0009566326530612245,1.970968246459961,1788700221.4665499,clearly_separated,33,4,40,122,8,6,34,0.029411764705882353,0.0,0.9705882352941176,0.0
3,0.42410714285714285,0.5803571428571429,0.05149872448979592,1.5760294198989868,1788700221.4666126,clearly_separated,33,4,78,92,34,76,34,0.029411764705882353,0.0,0.9705882352941176,0.0
0,0.049107142857142856,0.8080357142857143,0.007892219387755101,1.9914770126342773,1788700221.8497958,clearly_separated,34,3,0,172,22,18,35,0.02857142857142857,0.0,0.9714285714285714,0.0
1,0.7901785714285714,0.7366071428571429,0.0936702806122449,2.018627166748047,1788700221.849872,clearly_separated,34,3,130,140,94,50,35,0.02857142857142857,0.0,0.9714285714285714,0.0
2,0.42857142857142855,0.5580357142857143,0.036830357142857144,1.6118236780166626,1788700221.8499365,clearly_separated,34,3,82,92,28,66,35,0.02857142857142857,0.0,0.9714285714285714,0.0
0,0.049107142857142856,0.8125,0.00701530612244898,1.9219322204589844,1788700222.2313023,clearly_separated,35,4,0,174,22,16,36,0.027777777777777776,0.0,0.9722222222222222,0.0
1,0.8214285714285714,0.7366071428571429,0.07971938775510204,1.969082236289978,1788700222.2313771,clearly_separated,35,4,144,140,80,50,36,0.027777777777777776,0.0,0.9722222222222222,0.0
2,0.19642857142857142,0.5580357142857143,0.0014349489795918368,1.9563324451446533,1788700222.231426,clearly_separated,35,4,38,122,12,6,36,0.027777777777777776,0.0,0.9722222222222222,0.0
3,0.42857142857142855,0.5535714285714286,0.03571428571428571,1.5642108917236328,1788700222.2314856,clearly_separated,35,4,82,92,28,64,36,0.027777777777777776,0.0,0.9722222222222222,0.0
0,0.04017857142857143,0.8169642857142857,0.005022321428571429,1.974678635597229,1788700222.614298,clearly_separated,36,3,0,176,18,14,37,0.02702702702702703,0.0,0.972972972972973,0.0
1,0.8035714285714286,0.7366071428571429,0.08769132653061225,1.9801025390625,1788700222.6144001,clearly_separated,36,3,136,140,88,50,37,0.02702702702702703,0.0,0.972972972972973,0.0
2,0.4330357142857143,0.5580357142857143,0.03627232142857143,1.5699940919876099,1788700222.614469,clearly_separated,36,3,84,90,26,70,37,0.02702702702702703,0.0,0.972972972972973,0.0
0,0.044642857142857144,0.8169642857142857,0.005580357142857143,2.0470333099365234,1788700222.9962735,clearly_separated,37,3,0,176,20,14,38,0.02631578947368421,0.0,0.9736842105263158,0.0
1,0.8080357142857143,0.7366071428571429,0.08569834183673469,1.994542121887207,1788700222.9963512,clearly_separated,37,3,138,140,86,50,38,0.02631578947368421,0.0,0.9736842105263158,0.0
2,0.42857142857142855,0.5535714285714286,0.03571428571428571,1.6085526943206787,1788700222.9964123,clearly_separated,37,3,82,92,28,64,38,0.02631578947368421,0.0,0.9736842105263158,0.0
0,0.05357142857142857,0.7991071428571429,0.010522959183673469,1.9088163375854492,1788700223.3793662,clearly_separated,38,4,0,168,24,22,39,0.02564102564102564,0.0,0.9743589743589743,0.0
1,0.7857142857142857,0.7366071428571429,0.09566326530612244,1.9292314052581787,1788700223.3794568,clearly_separated,38,4,128,140,96,50,39,0.02564102564102564,0.0,0.9743589743589743,0.0
2,0.20089285714285715,0.5580357142857143,0.0016741071428571428,1.9549590349197388,1788700223.3795109,clearly_separated,38,4,38,122,14,6,39,0.02564102564102564,0.0,0.9743589743589743,0.0
3,0.42857142857142855,0.5669642857142857,0.047193877551020405,1.5521190166473389,1788700223.3796213,clearly_separated,38,4,80,90,32,74,39,0.02564102564102564,0.0,0.9743589743589743,0.0
0,0.049107142857142856,0.8080357142857143,0.007892219387755101,1.9911160469055176,1788700223.7617476,clearly_separated,39,4,0,172,22,18,40,0.025,0.0,0.975,0.0
1,0.8125,0.7366071428571429,0.08370535714285714,2.0282082557678223,1788700223.7618248,clearly_separated,39,4,140,140,84,50,40,0.025,0.0,0.975,0.0
2,0.19196428571428573,0.5580357142857143,0.0007174744897959184,2.025259256362915,1788700223.7618752,clearly_separated,39,4,40,122,6,6,40,0.025,0.0,0.975,0.0
3,0.42857142857142855,0.5535714285714286,0.03571428571428571,1.6860841512680054,1788700223.761933,clearly_separated,39,4,82,92,28,64,40,0.025,0.0,0.975,0.0
