timestamp,state,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787981130.3257484,READY,True,True,False,left,2.8163247108459473,1.9243075847625732,0.08035714285714286,0.15178571428571427,0.5401785714285714,0.5,0.5803571428571429,supported obstacle
1787981130.7098703,READY,True,True,False,left,2.8582141399383545,2.187307357788086,0.30357142857142855,0.13392857142857142,0.6785714285714286,0.5267857142857143,0.8303571428571429,supported obstacle
1787981131.0857778,READY,True,True,False,left,2.8506124019622803,1.9166126251220703,0.07142857142857142,0.15178571428571427,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981131.4533355,READY,True,True,False,left,2.917935371398926,1.9682456254959106,0.07142857142857142,0.125,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981131.8243268,READY,True,True,False,left,2.940429210662842,2.096747636795044,0.23214285714285715,0.15178571428571427,0.7321428571428571,0.6160714285714286,0.8482142857142857,supported obstacle
1787981132.192755,READY,True,True,False,left,2.9434778690338135,2.1847267150878906,0.29464285714285715,0.13392857142857142,0.6919642857142857,0.5446428571428571,0.8392857142857143,supported obstacle
1787981132.561143,READY,True,True,False,left,2.934246778488159,2.1498892307281494,0.32142857142857145,0.16071428571428573,0.7053571428571429,0.5446428571428571,0.8660714285714286,supported obstacle
1787981132.9338331,READY,True,True,False,left,2.8556528091430664,2.1572468280792236,0.32142857142857145,0.16071428571428573,0.6696428571428571,0.5089285714285714,0.8303571428571429,supported obstacle
1787981133.3034213,READY,True,True,False,left,2.9382271766662598,1.9976955652236938,0.07142857142857142,0.125,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981133.6728315,READY,True,True,False,left,2.8000807762145996,1.9166605472564697,0.07142857142857142,0.14285714285714285,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981134.0458763,READY,True,True,False,left,2.969419240951538,2.0637383460998535,0.0625,0.11607142857142858,0.53125,0.5,0.5625,supported obstacle
1787981134.4147213,READY,True,True,False,left,2.8975181579589844,2.124094247817993,0.2767857142857143,0.15178571428571427,0.7008928571428571,0.5625,0.8392857142857143,supported obstacle
1787981134.78284,READY,True,True,False,left,2.9391684532165527,1.9549963474273682,0.07142857142857142,0.125,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981135.1543694,READY,True,True,False,left,2.8502373695373535,2.169480800628662,0.33035714285714285,0.16071428571428573,0.6741071428571429,0.5089285714285714,0.8392857142857143,supported obstacle
1787981135.5229762,READY,True,True,False,left,2.9017133712768555,2.139770030975342,0.22321428571428573,0.13392857142857142,0.7276785714285714,0.6160714285714286,0.8392857142857143,supported obstacle
1787981135.891313,READY,True,True,False,left,2.961757183074951,1.9802926778793335,0.07142857142857142,0.125,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
1787981136.2630475,READY,True,True,False,left,2.886148452758789,2.117198944091797,0.3392857142857143,0.14285714285714285,0.6696428571428571,0.5,0.8392857142857143,supported obstacle
1787981136.6321256,READY,True,True,False,left,2.9273500442504883,2.142719268798828,0.23214285714285715,0.13392857142857142,0.7321428571428571,0.6160714285714286,0.8482142857142857,supported obstacle
1787981137.0005858,READY,True,True,False,left,2.899674892425537,2.1287670135498047,0.2767857142857143,0.21428571428571427,0.7276785714285714,0.5892857142857143,0.8660714285714286,supported obstacle
1787981137.3741832,READY,True,True,False,left,2.8940393924713135,2.0808000564575195,0.33035714285714285,0.16964285714285715,0.7008928571428571,0.5357142857142857,0.8660714285714286,supported obstacle
1787981137.7440848,READY,True,True,False,left,2.9229464530944824,2.186927318572998,0.21428571428571427,0.125,0.7232142857142857,0.6160714285714286,0.8303571428571429,supported obstacle
1787981138.112983,READY,True,True,False,left,2.917084217071533,2.037299156188965,0.0625,0.11607142857142858,0.53125,0.5,0.5625,supported obstacle
1787981138.4840271,READY,True,True,False,left,2.882662296295166,2.1460609436035156,0.3482142857142857,0.16071428571428573,0.6830357142857143,0.5089285714285714,0.8571428571428571,supported obstacle
1787981138.8530004,READY,True,True,False,left,2.848074197769165,2.120034694671631,0.3392857142857143,0.16071428571428573,0.6785714285714286,0.5089285714285714,0.8482142857142857,supported obstacle
1787981139.2202303,READY,False,False,True,,2.80118727684021,,,,,,,center obstacle outside supported cylinder geometry
1787981139.592155,READY,True,True,False,left,2.8138232231140137,1.9225521087646484,0.07142857142857142,0.14285714285714285,0.5357142857142857,0.5,0.5714285714285714,supported obstacle
