timestamp,record_type,run_id,ideal_stop_distance_cm,measured_stop_distance_cm,mode,found,confidence,error_x,bbox_height_norm,bbox_height_threshold,bbox_reached,depth_raw,depth_raw_threshold,depth_reached,stop_reached,base_real,base_active,result
1788700707.4597127,sample,trial_20260906_131826,10.0,,bbox_height,True,0.8986331224441528,-0.036376953125,0.276123046875,0.36,False,1.5052626132965088,2.05,True,False,True,False,running
1788700709.6149135,sample,trial_20260906_131826,10.0,,bbox_height,True,0.999054491519928,-0.0355224609375,0.3212890625,0.36,False,1.6332319974899292,2.05,True,False,True,True,approaching
1788700710.281804,sample,trial_20260906_131826,10.0,,bbox_height,True,0.9999630451202393,-0.038330078125,0.3828125,0.36,True,1.504075288772583,2.05,True,True,True,True,approaching
1788700710.3000772,result,trial_20260906_131826,10.0,,bbox_height,True,0.9999630451202393,-0.038330078125,0.3828125,0.36,True,1.504075288772583,2.05,True,True,True,False,threshold_reached
1788700733.6909344,sample,trial_20260906_131853,10.0,,bbox_height,True,0.6148132681846619,-0.05712890625,0.239501953125,0.36,False,2.97839093208313,2.05,False,False,True,False,running
1788700734.3718312,sample,trial_20260906_131853,10.0,,bbox_height,True,0.8957052826881409,-0.0518798828125,0.27197265625,0.36,False,2.26967716217041,2.05,False,False,True,True,approaching
1788700735.0388575,sample,trial_20260906_131853,10.0,,bbox_height,True,0.9991204142570496,-0.058837890625,0.32568359375,0.36,False,1.9687385559082031,2.05,True,False,True,True,approaching
1788700735.706479,sample,trial_20260906_131853,10.0,,bbox_height,True,0.9995362162590027,-0.0618896484375,0.391845703125,0.36,True,1.415014624595642,2.05,True,True,True,True,approaching
1788700735.7244434,result,trial_20260906_131853,10.0,,bbox_height,True,0.9995362162590027,-0.0618896484375,0.391845703125,0.36,True,1.415014624595642,2.05,True,True,True,False,threshold_reached
1788700749.5779047,sample,trial_20260906_131909,10.0,,bbox_height,True,0.6245153546333313,-0.035888671875,0.228515625,0.36,False,2.8144774436950684,2.05,False,False,True,False,running
1788700750.2567022,sample,trial_20260906_131909,10.0,,bbox_height,True,0.8300437331199646,-0.0421142578125,0.2568359375,0.36,False,1.911759614944458,2.05,True,False,True,True,approaching
1788700750.9191518,sample,trial_20260906_131909,10.0,,bbox_height,True,0.9994568228721619,-0.0440673828125,0.32666015625,0.36,False,1.3218117952346802,2.05,True,False,True,True,approaching
1788700751.58254,sample,trial_20260906_131909,10.0,,bbox_height,True,0.9999797344207764,-0.04833984375,0.39111328125,0.36,True,1.3181709051132202,2.05,True,True,True,True,approaching
1788700751.6040854,result,trial_20260906_131909,10.0,,bbox_height,True,0.9999797344207764,-0.04833984375,0.39111328125,0.36,True,1.3181709051132202,2.05,True,True,True,False,threshold_reached
1788700763.8943658,sample,trial_20260906_131923,10.0,,bbox_height,True,0.8775293231010437,-0.0125732421875,0.27099609375,0.36,False,2.112058162689209,2.05,False,False,True,False,running
1788700764.573872,sample,trial_20260906_131923,10.0,,bbox_height,True,0.9871910810470581,-0.0150146484375,0.30029296875,0.36,False,1.6369297504425049,2.05,True,False,True,True,approaching
