timestamp,state,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,reason
1787976523.7461584,READY,True,True,False,left,3.213670015335083,2.0397825241088867,0.1875,0.39732142857142855,supported obstacle
1787976524.143222,READY,True,True,False,left,3.2189886569976807,2.034881591796875,0.19642857142857142,0.40625,supported obstacle
1787976524.5212429,READY,True,True,False,left,3.2153453826904297,2.0263097286224365,0.19642857142857142,0.40625,supported obstacle
1787976524.897459,READY,True,True,False,left,3.1971917152404785,2.0481600761413574,0.20535714285714285,0.40625,supported obstacle
1787976525.276144,READY,True,True,False,left,3.1809442043304443,2.038389205932617,0.21428571428571427,0.40625,supported obstacle
1787976525.648232,READY,True,True,False,left,3.1992294788360596,2.035792589187622,0.20535714285714285,0.40625,supported obstacle
1787976526.0195842,READY,True,True,False,left,3.2191572189331055,2.0503506660461426,0.1875,0.40625,supported obstacle
1787976526.396218,READY,True,True,False,left,3.2151522636413574,2.0560524463653564,0.20535714285714285,0.40625,supported obstacle
1787976526.7667327,READY,True,True,False,left,3.198535919189453,2.0420870780944824,0.19642857142857142,0.40625,supported obstacle
1787976527.1351514,READY,True,True,False,left,3.217534303665161,2.0447587966918945,0.19642857142857142,0.40625,supported obstacle
1787976527.5066426,READY,True,True,False,left,3.2084736824035645,2.049809217453003,0.19642857142857142,0.40625,supported obstacle
1787976527.8742561,READY,True,True,False,left,3.1796979904174805,2.020217180252075,0.21428571428571427,0.40625,supported obstacle
1787976528.2419982,READY,True,True,False,left,3.1576006412506104,2.0312798023223877,0.21428571428571427,0.40625,supported obstacle
1787976528.613294,READY,True,True,False,left,3.1965479850769043,2.0268971920013428,0.19642857142857142,0.40625,supported obstacle
1787976528.9816215,READY,True,True,False,left,3.1886467933654785,2.0211429595947266,0.21428571428571427,0.40625,supported obstacle
1787976529.3498664,READY,True,True,False,left,3.211118459701538,2.039398431777954,0.21428571428571427,0.40625,supported obstacle
1787976529.7216527,READY,True,True,False,left,3.220032215118408,2.0473506450653076,0.19642857142857142,0.40625,supported obstacle
1787976530.0897677,READY,True,True,False,left,3.1932272911071777,2.0436501502990723,0.19642857142857142,0.40625,supported obstacle
1787976530.4584692,READY,True,True,False,left,3.217831611633301,2.05644154548645,0.20535714285714285,0.40625,supported obstacle
1787976530.8326676,READY,True,True,False,left,3.220139980316162,2.0468544960021973,0.19642857142857142,0.40625,supported obstacle
1787976531.2024424,READY,True,True,False,left,3.211097240447998,2.0567102432250977,0.1875,0.40625,supported obstacle
1787976531.57031,READY,True,True,False,left,3.1884379386901855,2.021580219268799,0.21428571428571427,0.40625,supported obstacle
1787976531.9418786,READY,True,True,False,left,3.141763925552368,2.011442184448242,0.20535714285714285,0.40625,supported obstacle
1787976532.3095994,READY,True,True,False,left,3.1796908378601074,2.058321237564087,0.21428571428571427,0.40625,supported obstacle
1787976532.677528,READY,True,True,False,left,3.2129859924316406,2.0533299446105957,0.21428571428571427,0.40625,supported obstacle
1787976533.0490375,READY,True,True,False,left,3.217036008834839,2.045773983001709,0.19642857142857142,0.39732142857142855,supported obstacle
1787976533.4168727,READY,True,True,False,left,3.199280261993408,2.026719808578491,0.19642857142857142,0.40625,supported obstacle
1787976533.7848299,READY,True,True,False,left,3.194955587387085,2.0290050506591797,0.19642857142857142,0.40625,supported obstacle
1787976534.157225,READY,True,True,False,left,3.174699306488037,2.0320091247558594,0.19642857142857142,0.40625,supported obstacle
1787976534.5261166,READY,True,True,False,left,3.1923747062683105,2.044396162033081,0.19642857142857142,0.40625,supported obstacle
1787976534.8949218,READY,True,True,False,left,3.172593593597412,2.0348856449127197,0.19642857142857142,0.40625,supported obstacle
1787976535.2677724,READY,True,True,False,left,3.212522029876709,2.066771984100342,0.19642857142857142,0.40625,supported obstacle
1787976535.6357188,READY,True,True,False,left,3.2283849716186523,2.0434694290161133,0.19642857142857142,0.40625,supported obstacle
1787976536.0037212,READY,True,True,False,left,3.227388381958008,2.0671608448028564,0.1875,0.39732142857142855,supported obstacle
1787976536.3746836,READY,True,True,False,left,3.200017213821411,2.0497498512268066,0.19642857142857142,0.40625,supported obstacle
1787976536.7417336,READY,True,True,False,left,3.2000303268432617,2.0368428230285645,0.22321428571428573,0.40625,supported obstacle
1787976537.1093028,READY,True,True,False,left,3.2197279930114746,2.0476746559143066,0.1875,0.39732142857142855,supported obstacle
1787976537.4809458,READY,True,True,False,left,3.2129311561584473,2.0446553230285645,0.19642857142857142,0.40625,supported obstacle
1787976537.8489869,READY,True,True,False,left,3.211765766143799,2.035306453704834,0.20535714285714285,0.40625,supported obstacle
1787976538.2169414,READY,True,True,False,left,3.187349319458008,2.02717661857605,0.22321428571428573,0.40625,supported obstacle
