timestamp,frame_index,detection_count,maximum_visible_cans,mapped_this_frame,known_can_count,show_vague_map,merge_radius_m,known_cans_json,detection_index,confidence,center_x,center_y,error_x
1788708259.31489,293,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997346997261047, ""last_seen_at"": 1788708259.2609158, ""observations"": 1, ""position"": {""x_m"": 0.008837037862678887, ""y_m"": 0.18121677485689483}}]",0,0.9997346997261047,174.8896942138672,134.8673324584961,0.046530294418334964
1788708259.7745464,294,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997346997261047, ""last_seen_at"": 1788708259.7328238, ""observations"": 2, ""position"": {""x_m"": 0.008751612075617142, ""y_m"": 0.18087066142263913}}]",0,0.9996273517608643,174.65817260742188,134.39506149291992,0.04580678939819336
1788708260.2196128,295,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997346997261047, ""last_seen_at"": 1788708260.182782, ""observations"": 3, ""position"": {""x_m"": 0.008804262623130013, ""y_m"": 0.18007710661094936}}]",0,0.9993869066238403,175.24065399169922,134.13974380493164,0.047627043724060056
1788708260.655034,296,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997346997261047, ""last_seen_at"": 1788708260.621431, ""observations"": 4, ""position"": {""x_m"": 0.008914156785014431, ""y_m"": 0.1821784831979248}}]",0,0.9997181296348572,174.97457885742188,134.1861343383789,0.04679555892944336
1788708261.0910733,297,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997346997261047, ""last_seen_at"": 1788708261.0571063, ""observations"": 5, ""position"": {""x_m"": 0.009018212299609139, ""y_m"": 0.18370509146381897}}]",0,0.998957633972168,175.1760025024414,135.31549835205078,0.04742500782012939
1788708261.524147,298,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9997612833976746, ""last_seen_at"": 1788708261.4913359, ""observations"": 6, ""position"": {""x_m"": 0.009007724031871148, ""y_m"": 0.18418533753500488}}]",0,0.9997612833976746,174.65504455566406,134.49913787841797,0.0457970142364502
1788708261.9584515,299,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998326301574707, ""last_seen_at"": 1788708261.925536, ""observations"": 7, ""position"": {""x_m"": 0.008918194640597994, ""y_m"": 0.18310371448821838}}]",0,0.9998326301574707,174.4899673461914,133.0868377685547,0.04528114795684814
1788708262.3911798,300,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708262.3585904, ""observations"": 8, ""position"": {""x_m"": 0.008871652877038713, ""y_m"": 0.18079831815849987}}]",0,0.999848484992981,175.84521484375,134.35476684570312,0.04951629638671875
1788708262.8244157,301,1,1,1,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708262.7931194, ""observations"": 9, ""position"": {""x_m"": 0.008810346734600577, ""y_m"": 0.17887176032386076}}]",0,0.9997498393058777,175.54014587402344,133.35564422607422,0.04856295585632324
1788708263.2607708,302,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708263.2274396, ""observations"": 11, ""position"": {""x_m"": 0.006230466198635959, ""y_m"": 0.17586442870934055}}]",0,0.999714195728302,174.97727966308594,135.00946807861328,0.04680399894714356
1788708263.2607708,302,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708263.2274396, ""observations"": 11, ""position"": {""x_m"": 0.006230466198635959, ""y_m"": 0.17586442870934055}}]",1,0.2720487415790558,125.42568969726562,126.44588088989258,-0.10804471969604493
1788708263.6978693,303,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708263.6638176, ""observations"": 13, ""position"": {""x_m"": 0.004133046701840651, ""y_m"": 0.17823409816486985}}]",0,0.999848484992981,175.25799560546875,133.84366989135742,0.047681236267089845
1788708263.6978693,303,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.999848484992981, ""last_seen_at"": 1788708263.6638176, ""observations"": 13, ""position"": {""x_m"": 0.004133046701840651, ""y_m"": 0.17823409816486985}}]",1,0.5908382534980774,124.88772583007812,127.69168090820312,-0.10972585678100585
1788708264.133425,304,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.0996037, ""observations"": 15, ""position"": {""x_m"": 0.0027223155296776697, ""y_m"": 0.18015339300478367}}]",0,0.9998893737792969,175.58295440673828,135.28826141357422,0.04869673252105713
1788708264.133425,304,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.0996037, ""observations"": 15, ""position"": {""x_m"": 0.0027223155296776697, ""y_m"": 0.18015339300478367}}]",1,0.46405139565467834,124.86426162719727,127.71951293945312,-0.10979918241500855
1788708264.5703201,305,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.5368254, ""observations"": 17, ""position"": {""x_m"": 0.0016631756853806177, ""y_m"": 0.1810544905947517}}]",0,0.9994557499885559,175.3138198852539,135.42834854125977,0.047855687141418454
1788708264.5703201,305,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.5368254, ""observations"": 17, ""position"": {""x_m"": 0.0016631756853806177, ""y_m"": 0.1810544905947517}}]",1,0.39088261127471924,124.65008926391602,130.04132843017578,-0.11046847105026245
1788708265.0076082,306,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.9736207, ""observations"": 19, ""position"": {""x_m"": 0.0006698487982895735, ""y_m"": 0.18576376761228128}}]",0,0.9992387294769287,175.66991424560547,135.2101593017578,0.04896848201751709
1788708265.0076082,306,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708264.9736207, ""observations"": 19, ""position"": {""x_m"": 0.0006698487982895735, ""y_m"": 0.18576376761228128}}]",1,0.4451074004173279,125.07716369628906,127.79086303710938,-0.10913386344909667
1788708265.4425025,307,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708265.4094915, ""observations"": 21, ""position"": {""x_m"": -4.80606160573284e-05, ""y_m"": 0.18672439238571797}}]",0,0.99964439868927,175.1612548828125,135.27922821044922,0.047378921508789064
1788708265.4425025,307,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708265.4094915, ""observations"": 21, ""position"": {""x_m"": -4.80606160573284e-05, ""y_m"": 0.18672439238571797}}]",1,0.4813319146633148,124.63333129882812,128.53269577026367,-0.11052083969116211
1788708265.879083,308,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708265.8446686, ""observations"": 23, ""position"": {""x_m"": -0.0006006653643256355, ""y_m"": 0.18735899170667397}}]",0,0.9995197057723999,175.1505889892578,135.1252098083496,0.04734559059143066
1788708265.879083,308,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708265.8446686, ""observations"": 23, ""position"": {""x_m"": -0.0006006653643256355, ""y_m"": 0.18735899170667397}}]",1,0.425426185131073,124.93463134765625,127.10128021240234,-0.10957927703857422
1788708266.31867,309,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708266.2828448, ""observations"": 25, ""position"": {""x_m"": -0.001156086811127435, ""y_m"": 0.18922784149698374}}]",0,0.9995289444923401,175.51219940185547,135.34239959716797,0.04847562313079834
1788708266.31867,309,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708266.2828448, ""observations"": 25, ""position"": {""x_m"": -0.001156086811127435, ""y_m"": 0.18922784149698374}}]",1,0.4099883437156677,124.93102264404297,127.16283416748047,-0.10959055423736572
1788708266.7549267,310,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708266.7197895, ""observations"": 27, ""position"": {""x_m"": -0.001614792494956431, ""y_m"": 0.1902066158445782}}]",0,0.9996330738067627,175.51673889160156,135.21072387695312,0.04848980903625488
1788708266.7549267,310,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708266.7197895, ""observations"": 27, ""position"": {""x_m"": -0.001614792494956431, ""y_m"": 0.1902066158445782}}]",1,0.463808536529541,124.92019653320312,127.6811637878418,-0.10962438583374023
1788708267.1910954,311,2,2,2,1,True,0.3,"[{""can_id"": 1, ""confidence"": 0.9998893737792969, ""last_seen_at"": 1788708267.1588807, ""observations"": 29, ""position"": {""x_m"": -0.0020326830500135775, ""y_m"": 0.19145575947973129}}]",0,0.9993952512741089,175.41624450683594,134.98132705688477,0.0481757640838623
