timestamp,state,status,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_depth,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787982905.8130016,CRUISING,BLOCKED,True,True,True,,2.2980189323425293,,1.0,0.8035714285714286,1.1138237714767456,0.5,0.0,1.0,center obstacle has no traversable side
1787982916.571062,FAILED,BLOCKED,True,True,True,,2.3919830322265625,,1.0,0.7767857142857143,1.1043734550476074,0.5,0.0,1.0,center obstacle has no traversable side
1787982916.9603903,FAILED,BLOCKED,True,True,True,,2.4068233966827393,,1.0,0.7678571428571429,1.1041548252105713,0.5,0.0,1.0,center obstacle has no traversable side
1787982917.341944,FAILED,BLOCKED,True,True,True,,2.4398484230041504,,1.0,0.7857142857142857,1.118495225906372,0.5,0.0,1.0,center obstacle has no traversable side
1787982917.7167647,FAILED,BLOCKED,True,True,True,,2.3665127754211426,,1.0,0.7857142857142857,1.0791383981704712,0.5,0.0,1.0,center obstacle has no traversable side
1787982918.097026,FAILED,BLOCKED,True,True,True,,2.393711805343628,,1.0,0.7678571428571429,1.1029551029205322,0.5,0.0,1.0,center obstacle has no traversable side
1787982918.4734292,FAILED,BLOCKED,True,True,True,,2.420860528945923,,1.0,0.7678571428571429,1.138394832611084,0.5,0.0,1.0,center obstacle has no traversable side
1787982918.8444037,FAILED,BLOCKED,True,True,True,,2.388482093811035,,1.0,0.7678571428571429,1.0748369693756104,0.5,0.0,1.0,center obstacle has no traversable side
1787982919.2204878,FAILED,BLOCKED,True,True,True,,2.4298582077026367,,1.0,0.7678571428571429,1.1162984371185303,0.5,0.0,1.0,center obstacle has no traversable side
1787982919.591757,FAILED,BLOCKED,True,True,True,,2.389112949371338,,1.0,0.7857142857142857,1.0842247009277344,0.5,0.0,1.0,center obstacle has no traversable side
1787982919.964372,FAILED,BLOCKED,True,True,True,,2.387143611907959,,1.0,0.7678571428571429,1.0904335975646973,0.5,0.0,1.0,center obstacle has no traversable side
