timestamp,state,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787980860.7054138,CRUISING,False,False,False,,3.1508255004882812,,,,,,,center path clear
1787980861.090122,CRUISING,False,False,False,,3.125826358795166,,,,,,,center path clear
1787980861.4661543,CRUISING,False,False,False,,3.153069257736206,,,,,,,center path clear
1787980861.8397996,CRUISING,False,False,False,,3.1284756660461426,,,,,,,center path clear
1787980862.2145474,CRUISING,False,False,False,,3.13738751411438,,,,,,,center path clear
1787980862.5826209,CRUISING,False,False,False,,3.131474018096924,,,,,,,center path clear
1787980862.950737,CRUISING,False,False,False,,3.130753517150879,,,,,,,center path clear
1787980863.3198838,CRUISING,False,False,False,,3.1303768157958984,,,,,,,center path clear
1787980863.6858861,CRUISING,False,False,False,,3.1382129192352295,,,,,,,center path clear
1787980864.051517,CRUISING,False,False,False,,3.14420223236084,,,,,,,center path clear
1787980864.4213886,CRUISING,False,False,False,,3.1346652507781982,,,,,,,center path clear
1787980864.787314,CRUISING,False,False,False,,3.140349864959717,,,,,,,center path clear
1787980865.1531103,CRUISING,False,False,False,,3.1243395805358887,,,,,,,center path clear
1787980865.5222242,CRUISING,False,False,False,,3.1271705627441406,,,,,,,center path clear
1787980865.888417,CRUISING,False,False,False,,3.137498617172241,,,,,,,center path clear
1787980866.2542732,CRUISING,False,False,False,,3.120506763458252,,,,,,,center path clear
1787980866.6255598,CRUISING,False,False,False,,3.1275906562805176,,,,,,,center path clear
1787980866.993609,CRUISING,False,False,False,,3.13620924949646,,,,,,,center path clear
1787980867.361881,CRUISING,False,False,False,,3.126526117324829,,,,,,,center path clear
1787980867.734317,CRUISING,False,False,False,,3.1514387130737305,,,,,,,center path clear
1787980868.1029146,CRUISING,False,False,False,,3.1525678634643555,,,,,,,center path clear
1787980868.474014,CRUISING,False,False,False,,3.1403846740722656,,,,,,,center path clear
1787980868.8472304,CRUISING,False,False,False,,3.1284914016723633,,,,,,,center path clear
1787980869.2158568,CRUISING,False,False,False,,3.1421642303466797,,,,,,,center path clear
1787980869.5838585,CRUISING,False,False,True,,3.1332526206970215,,,,,,,center obstacle outside supported cylinder geometry
