timestamp,record_type,run_id,ideal_stop_distance_cm,measured_stop_distance_cm,mode,found,confidence,error_x,bbox_height_norm,bbox_height_threshold,bbox_reached,depth_raw,depth_raw_threshold,depth_reached,stop_reached,base_real,base_active,result
1788702512.5673344,sample,trial_20260906_134832,10.0,,bbox_height,True,0.5909931659698486,-0.016845703125,0.263671875,0.36,False,3.3770527839660645,2.05,False,False,True,False,running
1788702513.2796516,sample,trial_20260906_134832,10.0,,bbox_height,True,0.895248293876648,-0.0107421875,0.3134765625,0.36,False,2.5266075134277344,2.05,False,False,True,True,approaching
1788702513.9325953,sample,trial_20260906_134832,10.0,,bbox_height,True,0.9988144040107727,-0.001708984375,0.37841796875,0.36,True,1.9585998058319092,2.05,True,True,True,True,approaching
1788702513.951427,result,trial_20260906_134832,10.0,,bbox_height,True,0.9988144040107727,-0.001708984375,0.37841796875,0.36,True,1.9585998058319092,2.05,True,True,True,False,threshold_reached
1788702534.4259787,sample,trial_20260906_134854,10.0,,bbox_height,True,0.23295296728610992,0.04833984375,0.212158203125,0.36,False,3.9072628021240234,2.05,False,False,True,False,running
1788702535.1253214,sample,trial_20260906_134854,10.0,,bbox_height,True,0.8129416108131409,0.05908203125,0.28466796875,0.36,False,3.5279300212860107,2.05,False,False,True,True,approaching
1788702535.802698,sample,trial_20260906_134854,10.0,,bbox_height,True,0.9818753004074097,0.07958984375,0.34326171875,0.36,False,3.6107282638549805,2.05,False,False,True,True,approaching
1788702536.4580085,sample,trial_20260906_134854,10.0,,bbox_height,True,0.9985561966896057,0.11572265625,0.4150390625,0.36,True,3.762417793273926,2.05,False,True,True,True,approaching
1788702536.4801795,result,trial_20260906_134854,10.0,,bbox_height,True,0.9985561966896057,0.11572265625,0.4150390625,0.36,True,3.762417793273926,2.05,False,True,True,False,threshold_reached
1788702544.4245536,sample,trial_20260906_134904,10.0,,bbox_height,True,0.8168451189994812,0.052490234375,0.296875,0.36,False,3.327195167541504,2.05,False,False,True,False,running
1788702545.0990973,sample,trial_20260906_134904,10.0,,bbox_height,True,0.9973008036613464,0.061279296875,0.31884765625,0.36,False,3.5316481590270996,2.05,False,False,True,True,approaching
1788702545.7460186,sample,trial_20260906_134904,10.0,,bbox_height,True,0.9367783665657043,0.08740234375,0.4375,0.36,True,3.5382256507873535,2.05,False,True,True,True,approaching
1788702545.7633903,result,trial_20260906_134904,10.0,,bbox_height,True,0.9367783665657043,0.08740234375,0.4375,0.36,True,3.5382256507873535,2.05,False,True,True,False,threshold_reached
1788702566.4671922,sample,trial_20260906_134926,10.0,,bbox_height,True,0.46034955978393555,0.041015625,0.248046875,0.36,False,3.6656007766723633,2.05,False,False,True,False,running
1788702567.1513855,sample,trial_20260906_134926,10.0,,bbox_height,True,0.9922669529914856,0.0528564453125,0.323974609375,0.36,False,3.047579765319824,2.05,False,False,True,True,approaching
1788702567.8088448,sample,trial_20260906_134926,10.0,,bbox_height,True,0.9987381100654602,0.077880859375,0.36767578125,0.36,True,3.2301251888275146,2.05,False,True,True,True,approaching
1788702567.8270657,result,trial_20260906_134926,10.0,,bbox_height,True,0.9987381100654602,0.077880859375,0.36767578125,0.36,True,3.2301251888275146,2.05,False,True,True,False,threshold_reached
1788702935.4097636,sample,trial_20260906_135535,10.0,,bbox_height,True,0.9997920989990234,0.057373046875,0.33935546875,0.36,False,2.135002851486206,2.05,False,False,True,False,running
1788702936.0814254,sample,trial_20260906_135535,10.0,,bbox_height,True,0.9998080730438232,0.06640625,0.379638671875,0.36,True,2.0292203426361084,2.05,True,True,True,True,approaching
1788702936.1009572,result,trial_20260906_135535,10.0,,bbox_height,True,0.9998080730438232,0.06640625,0.379638671875,0.36,True,2.0292203426361084,2.05,True,True,True,False,threshold_reached
1788702953.2142653,sample,trial_20260906_135553,10.0,,bbox_height,False,0.0,,,0.36,False,3.7022705078125,2.05,False,False,True,False,running
