timestamp,state,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,reason
1787976866.343348,READY,False,False,False,,2.997500419616699,,,,center path clear
1787976866.7277157,READY,False,False,False,,3.01906681060791,,,,center path clear
1787976867.1008978,READY,False,False,False,,3.0182063579559326,,,,center path clear
1787976867.4683423,READY,False,False,False,,3.008906841278076,,,,center path clear
1787976867.8398461,READY,False,False,False,,2.982638359069824,,,,center path clear
1787976868.2080038,READY,False,False,False,,2.994924545288086,,,,center path clear
1787976868.576257,READY,False,False,False,,3.0256571769714355,,,,center path clear
1787976868.9477034,READY,False,False,False,,3.0094757080078125,,,,center path clear
1787976869.3160503,READY,False,False,False,,3.0092382431030273,,,,center path clear
1787976869.684386,READY,False,False,False,,3.002941608428955,,,,center path clear
1787976870.0582497,READY,False,False,False,,3.017890691757202,,,,center path clear
1787976870.424886,READY,False,False,False,,3.001380681991577,,,,center path clear
1787976870.7917948,READY,False,False,False,,2.9902334213256836,,,,center path clear
1787976871.161833,READY,False,False,False,,3.0071117877960205,,,,center path clear
1787976871.5289416,READY,False,False,False,,3.0034689903259277,,,,center path clear
1787976871.8956685,READY,False,False,False,,2.9850919246673584,,,,center path clear
1787976872.2651541,READY,False,False,False,,3.0134036540985107,,,,center path clear
1787976872.6313617,READY,False,False,False,,3.0004019737243652,,,,center path clear
1787976872.9974556,READY,False,False,True,,3.025803565979004,,,,center obstacle outside supported cylinder geometry
1787976873.3675992,READY,False,False,True,,2.9002771377563477,,,,center obstacle outside supported cylinder geometry
1787976873.7332509,READY,False,False,False,,3.2240755558013916,,,,center path clear
1787976874.0985355,READY,False,False,False,,3.494204521179199,,,,center path clear
1787976874.4676812,READY,False,False,True,,2.902709722518921,,,,center obstacle outside supported cylinder geometry
1787976874.8354244,READY,True,True,False,right,3.0224947929382324,2.1822876930236816,0.14285714285714285,0.23214285714285715,supported obstacle
1787976875.2025075,READY,True,True,False,right,2.9824252128601074,2.1775152683258057,0.09821428571428571,0.22321428571428573,supported obstacle
1787976875.5736315,READY,True,True,False,right,2.9830260276794434,2.091603994369507,0.14285714285714285,0.25,supported obstacle
1787976875.941469,READY,True,True,False,right,2.9661831855773926,2.1178667545318604,0.13392857142857142,0.25,supported obstacle
1787976876.3092773,READY,True,True,False,right,3.0033466815948486,2.1008706092834473,0.13392857142857142,0.25892857142857145,supported obstacle
1787976876.6805677,READY,True,True,False,right,2.972306728363037,2.1091651916503906,0.13392857142857142,0.24107142857142858,supported obstacle
1787976877.0487285,READY,True,True,False,right,3.026371479034424,2.157628059387207,0.13392857142857142,0.25,supported obstacle
