timestamp,state,status,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_depth,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787993565.2776845,CRUISING,CLEAR,False,False,False,,3.6759650707244873,,,,2.649991512298584,,,,center path clear
1787993565.5327685,CRUISING,CLEAR,False,False,False,,3.812930107116699,,,,2.740797996520996,,,,center path clear
1787993565.7792242,CRUISING,CLEAR,False,False,False,,3.7022974491119385,,,,2.647967576980591,,,,center path clear
1787993566.0206692,CRUISING,CANDIDATE,True,True,False,left,3.9517650604248047,2.159961700439453,0.5535714285714286,0.20535714285714285,2.287219524383545,0.5535714285714286,0.2767857142857143,0.8303571428571429,center bbox awaiting confirmation
1787993566.2837565,CRUISING,CLEAR,False,False,False,,3.8557658195495605,,,,2.620572566986084,,,,center path clear
1787993566.5466802,CRUISING,CANDIDATE,True,True,False,left,3.8383665084838867,2.2606101036071777,0.5357142857142857,0.22321428571428573,2.3217642307281494,0.5178571428571429,0.25,0.7857142857142857,center bbox awaiting confirmation
1787993566.8109891,CRUISING,CLEAR,False,False,False,,3.781620502471924,,,,2.6465187072753906,,,,center path clear
1787993567.0770931,CRUISING,CANDIDATE,True,True,False,left,3.829075336456299,2.123775005340576,0.5714285714285714,0.16071428571428573,2.3599836826324463,0.5625,0.2767857142857143,0.8482142857142857,center bbox awaiting confirmation
1787993567.3428867,CRUISING,IGNORED_WALL,False,False,False,,3.59458065032959,1.8929885625839233,0.6339285714285714,0.41964285714285715,2.1288774013519287,0.5491071428571429,0.23214285714285715,0.8660714285714286,center bbox exceeds wall width threshold
1787993567.6099412,CRUISING,IGNORED_WALL,False,False,False,,3.8095669746398926,1.695139765739441,0.6785714285714286,0.4017857142857143,2.0334346294403076,0.5892857142857143,0.25,0.9285714285714286,center bbox exceeds wall width threshold
1787993567.8582947,CRUISING,IGNORED_WALL,False,False,False,,3.7285375595092773,1.6139543056488037,0.7589285714285714,0.4017857142857143,1.8779445886611938,0.6205357142857143,0.24107142857142858,1.0,center bbox exceeds wall width threshold
1787993568.0972967,CRUISING,IGNORED_WALL,False,False,False,,3.6022934913635254,1.7713321447372437,0.6339285714285714,0.25,2.066011667251587,0.5758928571428571,0.25892857142857145,0.8928571428571429,center bbox exceeds wall width threshold
1787993568.338865,CRUISING,IGNORED_WALL,False,False,False,,3.721170425415039,1.8606864213943481,0.6339285714285714,0.26785714285714285,2.034252166748047,0.5580357142857143,0.24107142857142858,0.875,center bbox exceeds wall width threshold
1787993568.5815938,CRUISING,IGNORED_WALL,False,False,False,,3.6855030059814453,1.8027575016021729,0.6160714285714286,0.25,2.0674350261688232,0.5401785714285714,0.23214285714285715,0.8482142857142857,center bbox exceeds wall width threshold
1787993568.8247695,CRUISING,CANDIDATE,True,True,False,left,3.7632877826690674,2.3160500526428223,0.21428571428571427,0.08035714285714286,2.4712865352630615,0.6339285714285714,0.5267857142857143,0.7410714285714286,center bbox awaiting confirmation
