timestamp,video_elapsed_seconds,state,subphase,target,state_elapsed_seconds,state_timeout_seconds,transition_event,transition_reason,base_active,base_label,base_direction,base_requested_speed,base_effective_speed,target_found,confidence,error_x,bbox_height_norm,target_distance,raw_yaw_deg,yaw_control_error_deg,yaw_target_deg,depth_mean,depth_min,depth_max,completed_pickups,grabbed,retry_count,camera_available,depth_available,paused,stop_requested,last_error
1788744900.3383825,0.046701669692993164,ALIGNING,observe,bin,0.02827143669128418,,,,False,stop,stop,0.0,0.0,True,1.0,-0.02966146469116211,0.05461203257242839,1.878830374858601,-17.82573349144796,,,,,,0,True,0,True,False,False,False,
1788744900.6992414,0.35184144973754883,APPROACHING,approach_bin_forward,bin,0.3155515193939209,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.03261222839355469,0.05531317392985026,1.8734319940967423,-20.158884291555157,,,,,,0,True,0,True,False,False,False,
1788744901.0040243,0.655181884765625,APPROACHING,approach_bin_forward,bin,0.620328426361084,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.03498620986938476,0.05701122283935547,1.7837444441593147,-12.913477886510726,,,,,,0,True,0,True,False,False,False,
1788744901.3078668,0.9611644744873047,APPROACHING,approach_bin_forward,bin,0.9241364002227783,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.03464493751525879,0.05923474629720052,1.7310924516511113,-7.893371669481098,,,,,,0,True,0,True,False,False,False,
1788744901.6132438,1.2660362720489502,APPROACHING,approach_bin_forward,bin,1.2295506000518799,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.030402207374572755,0.06293369928995768,1.5898987764416088,-9.282015659428112,,,,,,0,True,0,True,False,False,False,
1788744901.9181361,1.5744740962982178,APPROACHING,approach_bin_forward,bin,1.5344717502593994,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.02543513774871826,0.0674578348795573,1.5223858802153591,-7.402859805607768,,,,,,0,True,0,True,False,False,False,
1788744902.2264788,1.878596544265747,APPROACHING,approach_bin_forward,bin,1.842857837677002,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.018647265434265137,0.07079416910807292,1.3826679987381434,-5.030814231517775,,,,,,0,True,0,True,False,False,False,
1788744902.5307336,2.18623685836792,APPROACHING,approach_bin_forward,bin,2.1470367908477783,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.011990976333618165,0.0811166763305664,1.2767066062375636,-18.19236451784845,,,,,,0,True,0,True,False,False,False,
1788744902.8383017,2.4940719604492188,APPROACHING,approach_bin_forward,bin,2.454608201980591,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.00683586597442627,0.0861978530883789,1.1769789771191383,-13.63035027383162,,,,,,0,True,0,True,False,False,False,
1788744903.1461577,2.8009467124938965,APPROACHING,approach_bin_forward,bin,2.762498140335083,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.0005643844604492187,0.09374539057413737,1.0886711159522122,-11.072349011049644,,,,,,0,True,0,True,False,False,False,
1788744903.4529402,3.1094512939453125,APPROACHING,approach_bin_forward,bin,3.069240093231201,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,0.007827568054199218,0.10168501536051432,0.9740479353668096,-2.9504586232391667,,,,,,0,True,0,True,False,False,False,
1788744903.7614725,3.4147119522094727,APPROACHING,approach_bin_forward,bin,3.377763509750366,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,0.018862128257751465,0.11251633961995443,0.8868132590077251,-7.663395499667858,,,,,,0,True,0,True,False,False,False,
1788744904.0668592,3.718932628631592,APPROACHING,approach_bin_forward,bin,3.683145761489868,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,0.03398940563201904,0.12706654866536457,0.7776508111585054,-9.349635936563676,,,,,,0,True,0,True,False,False,False,
1788744904.370797,4.0219128131866455,APPROACHING,approach_bin_forward,bin,3.9870986938476562,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,0.047217726707458496,0.1402039845784505,0.6940547048319577,-10.481573340978668,,,,,,0,True,0,True,False,False,False,
1788744904.6740448,4.331027984619141,APPROACHING,approach_bin_forward,bin,4.290377378463745,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,0.06626648902893066,0.16446431477864584,0.5924681675494099,-9.831749393922541,,,,,,0,True,0,True,False,False,False,
1788744904.9830337,4.636183977127075,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,0.15607929229736328,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744905.2881968,4.938444375991821,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,0.46123290061950684,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744905.590505,5.240057468414307,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,0.7636346817016602,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744905.8920863,5.5440521240234375,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,1.0651164054870605,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744906.1960855,5.848954677581787,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,1.3691143989562988,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744906.5009508,6.154961585998535,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,1.6739797592163086,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744906.8070226,6.460367679595947,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,1.9800524711608887,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744907.112539,6.765699148178101,BIN_SIDE_DOCKING,arm_pose:side_view_grabbing,bin,2.2856106758117676,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744907.4177227,7.07111382484436,BIN_SIDE_DOCKING,arm_wait:side_view_grabbing,bin,2.5907459259033203,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744907.7231314,7.373244285583496,BIN_SIDE_DOCKING,arm_wait:side_view_grabbing,bin,2.896156072616577,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744908.0253346,7.675396680831909,BIN_SIDE_DOCKING,arm_wait:side_view_grabbing,bin,3.198361396789551,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744908.327445,7.97699236869812,BIN_SIDE_DOCKING,arm_wait:side_view_grabbing,bin,3.5004987716674805,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
1788744908.6291153,8.279417276382446,BIN_SIDE_DOCKING,arm_wait:side_view_grabbing,bin,3.8021695613861084,999.0,SIDE_DOCK_REQUIRED,,False,stop,stop,0.0,0.0,True,1.0,0.07995045185089111,0.17822367350260418,0.5393957500241326,-10.457753059288509,,,,,,0,True,0,True,False,False,False,
