timestamp,video_elapsed_seconds,state,subphase,target,state_elapsed_seconds,state_timeout_seconds,transition_event,transition_reason,base_active,base_label,base_direction,base_requested_speed,base_effective_speed,target_found,confidence,error_x,bbox_height_norm,target_distance,raw_yaw_deg,yaw_control_error_deg,yaw_target_deg,depth_mean,depth_min,depth_max,completed_pickups,grabbed,retry_count,camera_available,depth_available,paused,stop_requested,last_error
1788743604.585221,0.04429507255554199,ALIGNING,observe,bin,0.018466711044311523,,,,False,stop,stop,0.0,0.0,True,1.0,-0.12649003267288209,0.06465705235799153,1.672886929456863,-34.3057562132796,,,,,,0,True,0,True,False,False,False,
1788743605.156338,0.34429240226745605,ALIGNING,align_bin,bin,0.5895845890045166,,,,True,align_bin,left,0.15,0.15,True,1.0,-0.09470155239105224,0.06767253875732422,1.619272002701112,-35.75254110773548,,,,,,0,True,0,True,False,False,False,
1788743605.4561496,0.6467599868774414,APPROACHING,approach_bin_forward,bin,0.10221719741821289,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.0642634391784668,0.06793314615885417,1.6151540580569101,-33.65370792358932,,,,,,0,True,0,True,False,False,False,
1788743605.7587376,0.9494261741638184,APPROACHING,approach_bin_forward,bin,0.4047977924346924,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.05970852375030518,0.06741345723470052,1.5823062796830685,-29.359764724532074,,,,,,0,True,0,True,False,False,False,
1788743606.0613842,1.2526984214782715,APPROACHING,approach_bin_forward,bin,0.7074315547943115,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.059437012672424315,0.07162863413492838,1.4558287938819703,-23.56138443336011,,,,,,0,True,0,True,False,False,False,
1788743606.364597,1.5586564540863037,APPROACHING,approach_bin_forward,bin,1.0106487274169922,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.05782072544097901,0.08082218170166015,1.331786824344985,-29.07930609495599,,,,,,0,True,0,True,False,False,False,
1788743606.6705434,1.8660552501678467,APPROACHING,approach_bin_forward,bin,1.316617727279663,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.054400086402893066,0.08485571543375652,1.2618114336464636,-28.62051417857578,,,,,,0,True,0,True,False,False,False,
1788743606.9779994,2.172471046447754,APPROACHING,approach_bin_forward,bin,1.6240389347076416,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.05304200649261474,0.09410918553670247,1.1333284358007905,-28.556865496470063,,,,,,0,True,0,True,False,False,False,
1788743607.2844608,2.4761691093444824,APPROACHING,approach_bin_forward,bin,1.930525779724121,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.05226080417633057,0.10092519124348959,1.0595723318371142,-27.84489381159713,,,,,,0,True,0,True,False,False,False,
1788743607.5881615,2.78159499168396,APPROACHING,approach_bin_forward,bin,2.234255075454712,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.05082871913909912,0.11210734049479167,0.9566607166865045,-25.61042968846672,,,,,,0,True,0,True,False,False,False,
1788743607.893554,3.0895700454711914,APPROACHING,approach_bin_forward,bin,2.5396382808685303,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.046701598167419436,0.12839927673339843,0.8356241144137768,-24.50270935763287,,,,,,0,True,0,True,False,False,False,
1788743608.2014654,3.3950271606445312,APPROACHING,approach_bin_forward,bin,2.8475069999694824,15.0,TARGET_ALIGNED,,True,approach_bin_forward,forward,0.6,0.6,True,1.0,-0.042599272727966306,0.14644559224446616,0.743876570125709,-22.499201205114666,,,,,,0,True,0,True,False,False,False,
