timestamp,state,detected,path_blocked,unsafe,selected_side,background_depth,obstacle_depth,width_norm,height_norm,center_x_norm,bbox_left_norm,bbox_right_norm,reason
1787980916.111417,CRUISING,True,True,False,left,3.1443138122558594,2.177657127380371,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787980916.1731064,TURN_TO_TANGENT,True,True,False,left,3.1315512657165527,2.100332260131836,0.05357142857142857,0.125,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787980916.5509691,TURN_TO_TANGENT,True,True,False,left,3.1358413696289062,2.100933074951172,0.05357142857142857,0.125,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787980916.9260933,TURN_TO_TANGENT,True,True,False,left,3.157005786895752,2.167463779449463,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787980917.2968562,TURN_TO_TANGENT,False,False,True,,3.1451523303985596,,,,,,,center obstacle outside supported cylinder geometry
1787981070.4408088,FAILED,True,True,False,left,3.124535083770752,2.137882709503174,0.05357142857142857,0.11607142857142858,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981070.826474,FAILED,False,False,True,,3.1393532752990723,,,,,,,center obstacle outside supported cylinder geometry
1787981071.2014277,FAILED,True,True,False,left,3.1236352920532227,2.149662971496582,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981071.5711727,FAILED,False,False,True,,3.1382381916046143,,,,,,,center obstacle outside supported cylinder geometry
1787981071.945877,FAILED,True,True,False,left,3.131343364715576,2.181342601776123,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981072.3171287,FAILED,False,False,True,,3.1369736194610596,,,,,,,center obstacle outside supported cylinder geometry
1787981072.6901772,FAILED,True,True,False,left,3.1601316928863525,2.1904845237731934,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981073.065333,FAILED,True,True,False,left,3.141197919845581,2.1558876037597656,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981073.431347,FAILED,False,False,True,,3.1475186347961426,,,,,,,center obstacle outside supported cylinder geometry
1787981073.7976072,FAILED,False,False,True,,3.1394519805908203,,,,,,,center obstacle outside supported cylinder geometry
1787981074.1680853,FAILED,True,True,False,left,3.132328510284424,2.1343936920166016,0.05357142857142857,0.11607142857142858,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981074.5349677,FAILED,True,True,False,left,3.1195249557495117,2.1520144939422607,0.05357142857142857,0.11607142857142858,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981074.9023695,FAILED,True,True,False,left,3.1192493438720703,2.128390312194824,0.05357142857142857,0.11607142857142858,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981075.2737806,FAILED,True,True,False,left,3.1350111961364746,2.229074239730835,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981075.640193,FAILED,False,False,True,,3.13714599609375,,,,,,,center obstacle outside supported cylinder geometry
1787981076.0066938,FAILED,False,False,True,,3.149864912033081,,,,,,,center obstacle outside supported cylinder geometry
1787981076.3777254,FAILED,True,True,False,left,3.1126277446746826,2.144608736038208,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981076.7439237,FAILED,False,False,True,,3.151109218597412,,,,,,,center obstacle outside supported cylinder geometry
1787981077.1113,FAILED,True,True,False,left,3.1293234825134277,2.1485414505004883,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981077.4860487,FAILED,False,False,True,,3.124283790588379,,,,,,,center obstacle outside supported cylinder geometry
1787981077.8567607,FAILED,False,False,True,,3.136875629425049,,,,,,,center obstacle outside supported cylinder geometry
1787981078.2247674,FAILED,True,True,False,left,3.152926445007324,2.218080759048462,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981078.5959322,FAILED,True,True,False,left,3.1396639347076416,2.1915526390075684,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981078.9633503,FAILED,True,True,False,left,3.133920192718506,2.18743896484375,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981079.3305953,FAILED,True,True,False,left,3.134171485900879,2.1350793838500977,0.05357142857142857,0.11607142857142858,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981079.6991324,FAILED,False,False,True,,3.1427202224731445,,,,,,,center obstacle outside supported cylinder geometry
1787981080.0654624,FAILED,False,False,True,,3.133359432220459,,,,,,,center obstacle outside supported cylinder geometry
1787981080.431462,FAILED,False,False,True,,3.143641471862793,,,,,,,center obstacle outside supported cylinder geometry
1787981080.8009353,FAILED,False,False,True,,3.1370630264282227,,,,,,,center obstacle outside supported cylinder geometry
1787981081.167889,FAILED,True,True,False,left,3.1202518939971924,2.200636863708496,0.05357142857142857,0.09821428571428571,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
1787981081.5342119,FAILED,False,False,True,,3.1492156982421875,,,,,,,center obstacle outside supported cylinder geometry
1787981081.904445,FAILED,True,True,False,left,3.138413906097412,2.1926589012145996,0.05357142857142857,0.10714285714285714,0.49107142857142855,0.4642857142857143,0.5178571428571429,supported obstacle
