timestamp,frame_index,detection_count,known_can_count,merge_radius_m,known_cans_json,detection_index,confidence,center_x,center_y,error_x
1788701389.5510857,20,1,0,0.3,[],0,0.9950079917907715,155.78125,151.201171875,-0.01318359375
1788701389.9844882,21,1,0,0.3,[],0,0.996870219707489,160.1171875,139.365234375,0.0003662109375
1788701390.4240174,22,1,0,0.3,[],0,0.9970821738243103,158.90625,140.126953125,-0.00341796875
1788701390.8566415,23,1,0,0.3,[],0,0.9971935749053955,159.0625,139.306640625,-0.0029296875
1788701391.2884367,24,1,0,0.3,[],0,0.9965569376945496,161.8359375,140.68359375,0.0057373046875
1788701391.7208455,25,1,0,0.3,[],0,0.9963070750236511,156.3671875,149.619140625,-0.0113525390625
1788701392.1536267,26,1,0,0.3,[],0,0.9946150183677673,160.15625,140.859375,0.00048828125
1788701392.5855083,27,1,0,0.3,[],0,0.9956091046333313,159.765625,140.068359375,-0.000732421875
1788701393.0189133,28,1,0,0.3,[],0,0.9969722032546997,156.328125,149.12109375,-0.011474609375
1788701393.4526138,29,1,0,0.3,[],0,0.9969663023948669,157.421875,140.5078125,-0.008056640625
1788701393.8854675,30,1,0,0.3,[],0,0.9960622191429138,156.328125,149.267578125,-0.011474609375
1788701394.3187258,31,1,0,0.3,[],0,0.9954879879951477,155.390625,150.3515625,-0.014404296875
1788701394.751585,32,1,0,0.3,[],0,0.9972261786460876,158.359375,140.830078125,-0.005126953125
1788701395.1835313,33,1,0,0.3,[],0,0.9971826672554016,160.15625,140.68359375,0.00048828125
1788701395.6136403,34,1,0,0.3,[],0,0.9947798848152161,155.9375,150.1171875,-0.0126953125
1788701396.0457807,35,1,0,0.3,[],0,0.9949690103530884,156.5625,150.234375,-0.0107421875
1788701396.4785783,36,1,0,0.3,[],0,0.996271014213562,161.5625,142.1484375,0.0048828125
1788701396.9115434,37,1,0,0.3,[],0,0.9976769089698792,161.40625,140.185546875,0.00439453125
1788701397.345713,38,1,0,0.3,[],0,0.9959059953689575,156.640625,149.12109375,-0.010498046875
1788701397.779975,39,1,0,0.3,[],0,0.9942697286605835,155.390625,150.029296875,-0.014404296875
1788701398.218091,40,1,0,0.3,[],0,0.9966430068016052,159.921875,142.412109375,-0.000244140625
1788701398.6503017,41,1,0,0.3,[],0,0.9958337545394897,157.03125,149.091796875,-0.00927734375
1788701399.0854306,42,1,0,0.3,[],0,0.9979809522628784,159.921875,140.947265625,-0.000244140625
1788701399.5174851,43,1,0,0.3,[],0,0.9975321292877197,158.515625,142.1484375,-0.004638671875
1788701399.948769,44,1,0,0.3,[],0,0.9966884851455688,156.171875,150.615234375,-0.011962890625
1788701400.3808103,45,1,0,0.3,[],0,0.9942025542259216,156.40625,151.435546875,-0.01123046875
1788701400.812448,46,1,0,0.3,[],0,0.9978801608085632,156.9921875,150.76171875,-0.0093994140625
1788701401.2459767,47,1,0,0.3,[],0,0.9971606135368347,156.40625,151.9921875,-0.01123046875
1788701401.6813972,48,1,0,0.3,[],0,0.9958174228668213,156.640625,150.322265625,-0.010498046875
1788701402.1132672,49,1,0,0.3,[],0,0.9924374222755432,155.625,151.7578125,-0.013671875
1788701402.5497487,50,2,0,0.3,[],0,0.9652503728866577,154.7265625,150.908203125,-0.0164794921875
1788701402.5497487,50,2,0,0.3,[],1,0.7811532616615295,248.046875,135.46875,0.275146484375
1788701402.9872375,51,2,0,0.3,[],0,0.9886244535446167,153.984375,150.732421875,-0.018798828125
1788701402.9872375,51,2,0,0.3,[],1,0.8413374423980713,257.265625,133.623046875,0.303955078125
1788701403.4224498,52,2,0,0.3,[],0,0.9967711567878723,159.921875,142.470703125,-0.000244140625
1788701403.4224498,52,2,0,0.3,[],1,0.9335823655128479,256.09375,136.58203125,0.30029296875
1788701403.8577929,53,2,0,0.3,[],0,0.9976357221603394,163.3984375,143.349609375,0.0106201171875
1788701403.8577929,53,2,0,0.3,[],1,0.9650862812995911,258.984375,135.76171875,0.309326171875
1788701404.2925076,54,2,0,0.3,[],0,0.9977083206176758,162.03125,142.587890625,0.00634765625
1788701404.2925076,54,2,0,0.3,[],1,0.9306790828704834,258.75,136.435546875,0.30859375
1788701404.727461,55,2,0,0.3,[],0,0.997961163520813,159.7265625,143.056640625,-0.0008544921875
1788701404.727461,55,2,0,0.3,[],1,0.9346640706062317,258.359375,135.263671875,0.307373046875
1788701405.162302,56,2,0,0.3,[],0,0.994929850101471,156.875,149.794921875,-0.009765625
1788701405.162302,56,2,0,0.3,[],1,0.9317114353179932,258.59375,134.619140625,0.30810546875
1788701405.597739,57,2,0,0.3,[],0,0.9966430068016052,161.6796875,142.587890625,0.0052490234375
1788701405.597739,57,2,0,0.3,[],1,0.9368362426757812,258.75,135.439453125,0.30859375
1788701406.0340571,58,2,0,0.3,[],0,0.9958337545394897,155.46875,149.912109375,-0.01416015625
1788701406.0340571,58,2,0,0.3,[],1,0.9333397150039673,258.828125,136.318359375,0.308837890625
1788701406.4700444,59,2,0,0.3,[],0,0.9978883862495422,158.9453125,142.529296875,-0.0032958984375
1788701406.4700444,59,2,0,0.3,[],1,0.9577545523643494,259.0625,136.0546875,0.3095703125
1788701406.904736,60,2,0,0.3,[],0,0.9959926605224609,159.53125,142.001953125,-0.00146484375
1788701406.904736,60,2,0,0.3,[],1,0.9417881369590759,258.671875,135.8203125,0.308349609375
1788701407.3432832,61,2,0,0.3,[],0,0.9971272349357605,159.765625,142.6171875,-0.000732421875
1788701407.3432832,61,2,0,0.3,[],1,0.9544355273246765,258.59375,136.93359375,0.30810546875
1788701407.781102,62,2,0,0.3,[],0,0.9966298937797546,159.84375,141.73828125,-0.00048828125
1788701407.781102,62,2,0,0.3,[],1,0.9563496708869934,258.984375,136.11328125,0.309326171875
1788701408.2202723,63,2,0,0.3,[],0,0.998121440410614,160.625,142.705078125,0.001953125
1788701408.2202723,63,2,0,0.3,[],1,0.9470146894454956,259.0625,135.5859375,0.3095703125
1788701408.6562192,64,2,0,0.3,[],0,0.9961381554603577,161.71875,142.353515625,0.00537109375
1788701408.6562192,64,2,0,0.3,[],1,0.9411964416503906,258.828125,135.8203125,0.308837890625
1788701409.093393,65,2,0,0.3,[],0,0.9974139928817749,161.40625,143.90625,0.00439453125
1788701409.093393,65,2,0,0.3,[],1,0.9414929151535034,259.375,135.3515625,0.310546875
1788701409.5289865,66,2,0,0.3,[],0,0.9965097308158875,161.5234375,143.5546875,0.0047607421875
1788701409.5289865,66,2,0,0.3,[],1,0.92637038230896,258.515625,135.52734375,0.307861328125
1788701409.9646358,67,2,0,0.3,[],0,0.9960927367210388,162.8125,142.03125,0.0087890625
1788701409.9646358,67,2,0,0.3,[],1,0.9448931217193604,258.984375,136.5234375,0.309326171875
1788701410.4017353,68,2,0,0.3,[],0,0.9965097308158875,161.40625,141.03515625,0.00439453125
1788701410.4017353,68,2,0,0.3,[],1,0.9425860643386841,258.671875,135.9375,0.308349609375
1788701410.8367515,69,2,0,0.3,[],0,0.996906578540802,159.453125,142.705078125,-0.001708984375
1788701410.8367515,69,2,0,0.3,[],1,0.9233852624893188,258.203125,135.64453125,0.306884765625
1788701411.2738595,70,2,0,0.3,[],0,0.995566189289093,162.03125,142.734375,0.00634765625
1788701411.2738595,70,2,0,0.3,[],1,0.9535353779792786,258.671875,135.64453125,0.308349609375
1788701411.7090466,71,2,0,0.3,[],0,0.9967648983001709,160.3125,142.03125,0.0009765625
1788701411.7090466,71,2,0,0.3,[],1,0.9151287078857422,258.90625,137.05078125,0.30908203125
1788701412.1510093,72,2,0,0.3,[],0,0.9969839453697205,159.765625,143.26171875,-0.000732421875
1788701412.1510093,72,2,0,0.3,[],1,0.9575565457344055,258.046875,136.611328125,0.306396484375
1788701412.5846975,73,2,0,0.3,[],0,0.9967142343521118,160.625,143.056640625,0.001953125
1788701412.5846975,73,2,0,0.3,[],1,0.9476723670959473,258.59375,136.23046875,0.30810546875
1788701413.0201588,74,2,0,0.3,[],0,0.9972955584526062,161.5625,141.73828125,0.0048828125
1788701413.0201588,74,2,0,0.3,[],1,0.9076402187347412,258.671875,136.171875,0.308349609375
1788701415.6400108,75,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701415.6400108,75,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701416.1108506,76,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701416.1108506,76,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701416.5794673,77,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701416.5794673,77,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701417.0342724,78,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701417.0342724,78,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701417.475064,79,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701417.475064,79,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701417.9208553,80,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701417.9208553,80,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701418.363227,81,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701418.363227,81,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701419.9186537,82,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701419.9186537,82,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701420.3990278,83,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701420.3990278,83,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701420.8584428,84,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701420.8584428,84,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701421.3177679,85,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701421.3177679,85,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701421.75411,86,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701421.75411,86,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701422.182229,87,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701422.182229,87,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701422.6114624,88,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701422.6114624,88,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701423.0580502,89,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701423.0580502,89,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701423.491962,90,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701423.491962,90,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701423.9268925,91,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701423.9268925,91,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701424.3594487,92,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701424.3594487,92,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701424.7912014,93,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701424.7912014,93,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701425.2226183,94,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701425.2226183,94,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701425.6559167,95,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701425.6559167,95,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701426.0876806,96,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701426.0876806,96,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701426.5203478,97,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701426.5203478,97,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701426.9529269,98,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701426.9529269,98,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701427.386805,99,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701427.386805,99,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701427.8196406,100,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701427.8196406,100,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701428.2526495,101,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701428.2526495,101,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701428.685564,102,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701428.685564,102,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701429.1193457,103,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701429.1193457,103,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701429.552064,104,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701429.552064,104,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701429.9845638,105,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701429.9845638,105,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701430.4177363,106,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701430.4177363,106,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701430.8513107,107,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701430.8513107,107,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701431.2850792,108,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701431.2850792,108,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701431.7178361,109,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701431.7178361,109,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701432.1507175,110,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701432.1507175,110,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701432.5834973,111,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701432.5834973,111,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701433.015165,112,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701433.015165,112,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701433.4491282,113,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701433.4491282,113,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701433.8821528,114,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701433.8821528,114,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701434.3156583,115,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701434.3156583,115,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701434.74874,116,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701434.74874,116,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701435.1819286,117,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701435.1819286,117,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701435.613546,118,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701435.613546,118,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701436.0446663,119,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701436.0446663,119,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701436.4783428,120,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701436.4783428,120,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701436.9097772,121,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701436.9097772,121,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701437.343571,122,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701437.343571,122,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701437.7788718,123,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701437.7788718,123,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701438.2121763,124,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701438.2121763,124,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701438.6459422,125,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701438.6459422,125,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701439.0772321,126,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701439.0772321,126,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701439.510197,127,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701439.510197,127,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701439.9426165,128,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701439.9426165,128,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701440.3731375,129,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701440.3731375,129,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701440.8068202,130,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701440.8068202,130,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701441.2403266,131,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701441.2403266,131,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701441.6737013,132,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701441.6737013,132,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701442.107973,133,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701442.107973,133,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701442.5428329,134,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701442.5428329,134,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701442.9766293,135,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701442.9766293,135,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701443.4098587,136,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701443.4098587,136,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701443.843617,137,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701443.843617,137,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701444.2765396,138,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701444.2765396,138,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701444.7112417,139,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701444.7112417,139,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701445.1416678,140,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701445.1416678,140,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701445.572223,141,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701445.572223,141,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701446.005535,142,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701446.005535,142,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
1788701446.4388583,143,2,0,0.3,[],0,0.9927882552146912,156.2109375,148.447265625,-0.0118408203125
1788701446.4388583,143,2,0,0.3,[],1,0.9337638020515442,258.984375,136.435546875,0.309326171875
