timestamp,frame_index,detection_count,known_can_count,merge_radius_m,known_cans_json,detection_index,confidence,center_x,center_y,error_x
1788701473.7723112,168,1,0,0.3,[],0,0.9985477328300476,155.7421875,146.3671875,-0.0133056640625
1788701474.205991,169,2,0,0.3,[],0,0.9969839453697205,155.546875,143.525390625,-0.013916015625
1788701474.205991,169,2,0,0.3,[],1,0.2074955850839615,91.015625,127.8515625,-0.215576171875
1788701474.6396568,170,2,0,0.3,[],0,0.99871826171875,164.53125,139.130859375,0.01416015625
1788701474.6396568,170,2,0,0.3,[],1,0.28066563606262207,91.09375,127.8515625,-0.21533203125
1788701475.0741248,171,2,0,0.3,[],0,0.998542070388794,154.8828125,145.986328125,-0.0159912109375
1788701475.0741248,171,2,0,0.3,[],1,0.21399249136447906,90.859375,127.5,-0.216064453125
1788701475.5061696,172,1,0,0.3,[],0,0.9982247948646545,155.3125,146.806640625,-0.0146484375
1788701475.938382,173,1,0,0.3,[],0,0.9987695813179016,155.546875,147.158203125,-0.013916015625
1788701476.370232,174,1,0,0.3,[],0,0.9988642930984497,154.53125,146.630859375,-0.01708984375
1788701476.8038335,175,2,0,0.3,[],0,0.9976264834403992,154.84375,147.216796875,-0.01611328125
1788701476.8038335,175,2,0,0.3,[],1,0.20079264044761658,90.703125,128.173828125,-0.216552734375
1788701477.236738,176,1,0,0.3,[],0,0.9981862902641296,155.9375,147.83203125,-0.0126953125
1788701477.6692495,177,2,0,0.3,[],0,0.9973269701004028,154.6484375,146.630859375,-0.0167236328125
1788701477.6692495,177,2,0,0.3,[],1,0.22584319114685059,90.859375,128.408203125,-0.216064453125
1788701478.1011875,178,1,0,0.3,[],0,0.9979129433631897,155.234375,145.546875,-0.014892578125
1788701478.5324132,179,1,0,0.3,[],0,0.9975513815879822,155.5078125,145.6640625,-0.0140380859375
1788701478.9672046,180,2,0,0.3,[],0,0.999054491519928,155.0390625,146.30859375,-0.0155029296875
1788701478.9672046,180,2,0,0.3,[],1,0.26407358050346375,91.25,127.5,-0.21484375
1788701479.399467,181,1,0,0.3,[],0,0.9984481334686279,155.0390625,146.865234375,-0.0155029296875
1788701479.8340023,182,2,0,0.3,[],0,0.9982859492301941,154.6484375,146.484375,-0.0167236328125
1788701479.8340023,182,2,0,0.3,[],1,0.22494804859161377,90.859375,127.060546875,-0.216064453125
1788701480.267845,183,2,0,0.3,[],0,0.9985249638557434,155.78125,146.630859375,-0.01318359375
1788701480.267845,183,2,0,0.3,[],1,0.2112540453672409,90.859375,127.1484375,-0.216064453125
